week_start,Revenue,COGS,Gross_Profit,Margin,days_observed
2012-07-02,15958133.65,12568073.67,3390059.9800000004,0.21208287220536973,5
2012-07-09,33180026.28,26002754.56,7177271.720000001,0.21471730020485882,7
2012-07-16,31317337.6,24742285.78,6575051.82,0.2090790626003359,7
2012-07-23,34213522.89,26865359.12,7348163.77,0.2144485789725384,7
2012-07-30,52619226.56,41253765.9,11365460.66,0.21453116378989392,7
2012-08-06,22499784.85,17844886.54,4654898.31,0.2085906829784634,7
2012-08-13,28435954.3,22611770.36,5824183.9399999995,0.20514565381964503,7
2012-08-20,30272684.29,23843105.72,6429578.569999999,0.21123328511351924,7
2012-08-27,52146651.76,41054211.1,11092440.659999998,0.21715056977979494,7
2012-09-03,24175127.439999998,19028198.49,5146928.949999999,0.21301330008900538,7
2012-09-10,26302482.43,20805608.03,5496874.4,0.20810269907700168,7
2012-09-17,29268493.82,23434783.37,5833710.449999999,0.2000576441491849,7
2012-09-24,38413721.77,30643132.48,7770589.290000001,0.20200166983592843,7
2012-10-01,22159755.72,17541580.37,4618175.35,0.20862603191486165,7
2012-10-08,23539683.36,18967235.04,4572448.32,0.19579235283706176,7
2012-10-15,22027139.42,17725743.83,4301395.59,0.1952766606557113,7
2012-10-22,25744624.07,20604345.490000002,5140278.58,0.20032339269606295,7
2012-10-29,29758752.669999998,23487859.45,6270893.219999999,0.21251424187369808,7
2012-11-05,20469653.18,16301771.07,4167882.1099999985,0.20523085765841884,7
2012-11-12,23268034.48,18347213.03,4920821.450000001,0.21232476240455125,7
2012-11-19,22793459.07,18030616.02,4762843.05,0.2107345712246584,7
2012-11-26,23441219.82,18769321.71,4671898.11,0.19702481854150555,7
2012-12-03,16301004.58,12942852.11,3358152.4699999997,0.20556373451350868,7
2012-12-10,22484779.34,17902147.23,4582632.109999999,0.20499854523681518,7
2012-12-17,25710595.31,20549067.53,5161527.779999999,0.19927731762936782,7
2012-12-24,39422150.14,31162011.37,8260138.77,0.20845519312967267,7
2012-12-31,22256631.41,17636182.04,4620449.369999999,0.20749076394110205,7
2013-01-07,18419241.37,14529971.219999999,3889270.1500000004,0.2107364408627028,7
2013-01-14,16736246.52,13448261.55,3287984.9699999997,0.1979781576165805,7
2013-01-21,21952748.92,17644056.68,4308692.24,0.1939629097656224,7
2013-01-28,26686530.45,21696019.82,4990510.629999999,0.1860403421659577,7
2013-02-04,21567372.06,17747712.63,3819659.4299999997,0.17797737976830216,7
2013-02-11,24234163.2,20013523.3,4220639.899999999,0.17439099982905718,7
2013-02-18,28837537.21,23488334.83,5349202.380000001,0.18630990726397734,7
2013-02-25,30908292.28,25538118.880000003,5370173.3999999985,0.17517043534191748,7
2013-03-04,21515399.83,17175118.240000002,4340281.59,0.2013544419585475,7
2013-03-11,31254090.33,24779244.53,6474845.8,0.2086056413707925,7
2013-03-18,39261239.7,34502441.27,4758798.43,0.1246953584810748,7
2013-03-25,54870728.18,49441702.55,5429025.630000001,0.10050439603189762,7
2013-04-01,41236918.83,36571355.03,4665563.800000001,0.11643442156928763,7
2013-04-08,33223767.59,29735568.43,3488199.1599999997,0.10484313795351363,7
2013-04-15,43903191.1,35542065.35,8361125.749999999,0.18937726325913554,7
2013-04-22,56211645.489999995,44466701.13,11744944.36,0.2084308074662063,7
2013-04-29,63887743.37,51013270.660000004,12874472.709999999,0.19749459730117214,7
2013-05-06,32283858.05,25542818.380000003,6741039.669999999,0.208260082625946,7
2013-05-13,41493386.41,33134245.97,8359140.440000001,0.20110827896375988,7
2013-05-20,42512194.83,33775689.56,8736505.27,0.20500749901894036,7
2013-05-27,69916859.5,55484615.79,14432243.71,0.20706257637554648,7
2013-06-03,38733766.21,30915224.02,7818542.1899999995,0.20360456324573645,7
2013-06-10,39367410.370000005,31398668.45,7968741.920000002,0.2031299606351887,7
2013-06-17,43432103.31,35006752.38,8425350.93,0.19383511469719236,7
2013-06-24,51741825.05,49056701.67,2685123.38,0.053804385128148516,7
2013-07-01,32033686.02,31168202.58,865483.44,0.028428523236032142,7
2013-07-08,31534006.0,30769131.43,764874.5699999998,0.025394998366474998,7
2013-07-15,34855424.33,33134721.89,1720702.4400000009,0.05008577758238982,7
2013-07-22,41348142.35,33448326.13,7899816.220000001,0.19105434341476604,7
2013-07-29,55016559.8,61169568.15,-6153008.349999999,-0.1431837780159296,7
2013-08-05,16878167.71,22835901.34,-5957733.63,-0.3517140910211099,7
2013-08-12,19992343.58,26208044.36,-6215700.779999999,-0.3091401119158373,7
2013-08-19,21440711.46,28791625.9,-7350914.44,-0.34055536660088265,7
2013-08-26,34937062.62,44404119.730000004,-9467057.110000001,-0.2841534527530611,7
2013-09-02,26313994.16,24393516.740000002,1920477.4200000004,0.08915113413395945,7
2013-09-09,27408354.76,24541248.37,2867106.39,0.10284977502288396,7
2013-09-16,27152889.13,24235935.11,2916954.0200000005,0.1060799231240347,7
2013-09-23,34870980.77,30935336.21,3935644.5600000005,0.11203939023506952,7
2013-09-30,26830787.44,22442514.009999998,4388273.430000001,0.17729034853641065,7
2013-10-07,21438844.6,17235721.86,4203122.74,0.19612656414916857,7
2013-10-14,24813469.6,19969399.92,4844069.68,0.1969145247359687,7
2013-10-21,25948060.81,20645561.57,5302499.239999999,0.20365397432712573,7
2013-10-28,33833071.2,27060436.62,6772634.58,0.19894442917758545,7
2013-11-04,17695854.53,14077888.32,3617966.21,0.20384950240074204,7
2013-11-11,25611806.62,20097704.5,5514102.119999999,0.21332116899734774,7
2013-11-18,18387473.7,16962779.85,1424693.85,0.07378731666300685,7
2013-11-25,19062413.38,18850443.33,211970.0499999998,0.00947687195907955,7
2013-12-02,14230547.09,14085615.29,144931.80000000028,0.010290391692341283,7
2013-12-09,16752781.61,16581887.700000001,170893.91000000015,0.010927703801808256,7
2013-12-16,21304008.34,21078008.6,225999.74000000022,0.009829436373589852,7
2013-12-23,24566371.27,24228779.509999998,337591.7600000012,0.015004432766356626,7
2013-12-30,28532355.18,26475708.68,2056646.5000000014,0.10707449056399818,7
2014-01-06,17151054.1,14014640.3,3136413.8000000007,0.18209112571449018,7
2014-01-13,18104070.34,14454286.62,3649783.7199999997,0.2017969214558111,7
2014-01-20,19193391.11,15092197.93,4101193.180000001,0.2147267072603524,7
2014-01-27,27070695.01,21490125.56,5580569.450000001,0.2070337332386527,7
2014-02-03,19091252.96,15139678.78,3951574.1799999997,0.2079077854740494,7
2014-02-10,24486083.78,19187078.27,5299005.510000001,0.21723636016863074,7
2014-02-17,27834096.23,22209292.67,5624803.56,0.20149999158766382,7
2014-02-24,40165567.14,32373731.4,7791835.74,0.19285898279150854,7
2014-03-03,29770075.1,24117118.23,5652956.870000001,0.19048143005561405,7
2014-03-10,37525121.13,29917689.349999998,7607431.780000001,0.2025908415779186,7
2014-03-17,40502740.59,34606997.88,5895742.709999999,0.14100292103620957,7
2014-03-24,54059989.519999996,49626535.9,4433453.62,0.08209310542419078,7
2014-03-31,59520358.33,54456573.56,5063784.769999999,0.08265799623174654,7
2014-04-07,38089018.76,34701584.32,3387434.4399999995,0.08878340000062394,7
2014-04-14,47007363.5,39231524.7,7775838.8,0.16784120561971544,7
2014-04-21,57288501.55,45826895.54,11461606.01,0.1999137633744338,7
2014-04-28,76401314.77,60740530.67,15660784.1,0.2041541983754203,7
2014-05-05,37737198.05,30295556.07,7441641.98,0.19669144520328088,7
2014-05-12,50233945.9,40229708.629999995,10004237.270000001,0.1995422173284635,7
2014-05-19,51572049.65,41088868.65,10483181.0,0.20286456397555064,7
2014-05-26,82874667.05,65997361.98,16877305.070000004,0.20332734833296243,7
2014-06-02,44098929.44,35096462.1,9002467.34,0.20398183325057279,7
2014-06-09,45155126.29,36331175.04,8823951.25,0.19615865812848535,7
2014-06-16,45713954.24,36529416.18,9184538.059999999,0.20083865711709528,7
2014-06-23,52668281.8,48200955.45,4467326.349999999,0.08492082789300572,7
2014-06-30,40212647.38,39128919.51,1083727.8699999999,0.02753640014138332,7
2014-07-07,29931919.72,29377408.89,554510.8300000001,0.0191810384909147,7
2014-07-14,33155270.14,31665791.69,1489478.4499999997,0.048535191307683724,7
2014-07-21,38484483.67,30542735.2,7941748.469999999,0.2061354048417794,7
2014-07-28,64351993.78,51681644.839999996,12670348.940000003,0.1970444309139285,7
2014-08-04,32437850.57,25582828.0,6855022.569999999,0.21037022237314904,7
2014-08-11,33944379.27,26938256.68,7006122.59,0.20632527440025203,7
2014-08-18,32578314.09,25893340.95,6684973.140000001,0.20513748083864916,7
2014-08-25,68287693.1,54178582.21,14109110.889999997,0.20822080230458997,7
2014-09-01,25299088.31,21536849.52,3762238.79,0.13250586756518004,7
2014-09-08,25718623.27,22344108.59,3374514.6799999997,0.13316881790653448,7
2014-09-15,24399061.67,21584850.86,2814210.8100000005,0.1169587680830894,7
2014-09-22,33220694.28,29328283.900000002,3892410.3799999985,0.11606942216245306,7
2014-09-29,27570511.509999998,22680309.51,4890201.999999998,0.1902735372589838,7
2014-10-06,24729279.16,19624317.27,5104961.89,0.20851174838112468,7
2014-10-13,27066048.14,21402493.66,5663554.48,0.209616883338093,7
2014-10-20,25101560.37,20288677.92,4812882.449999999,0.1913756339734509,7
2014-10-27,36477682.29,28887226.57,7590455.719999999,0.20888289138675195,7
2014-11-03,17580608.32,13725286.21,3855322.1100000003,0.21607840080704308,7
2014-11-10,24557812.95,19643087.88,4914725.07,0.20036666349283916,7
2014-11-17,18980588.17,16890991.82,2089596.35,0.10531296706186566,7
2014-11-24,24196335.22,24204571.650000002,-8236.4300000004,-0.0015710619391026057,7
2014-12-01,14985717.61,14808614.57,177103.0399999998,0.018170966834215117,7
2014-12-08,19392547.259999998,18872604.91,519942.34999999916,0.02568806491293504,7
2014-12-15,24592888.7,24117232.14,475656.56000000006,0.019042988245266134,7
2014-12-22,26388271.72,26097118.21,291153.5099999993,0.011718752800542702,7
2014-12-29,28426866.31,26567824.85,1859041.4600000007,0.11184448337192879,7
2015-01-05,14608729.42,11520886.46,3087842.96,0.21159948902051334,7
2015-01-12,17629302.31,13968167.74,3661134.5700000003,0.20711247947087147,7
2015-01-19,21968015.18,17504806.72,4463208.460000001,0.2037197854484575,7
2015-01-26,30622197.85,24355211.35,6266986.5,0.2059051973968604,7
2015-02-02,20903256.23,17054015.32,3849240.910000001,0.1838381457531582,7
2015-02-09,27317934.73,22269547.72,5048387.01,0.18671557291078117,7
2015-02-16,31027753.34,25611745.46,5416007.880000001,0.17455391536264,7
2015-02-23,41068934.76,33831362.24,7237572.520000001,0.17561514848960205,7
2015-03-02,22532718.48,17988906.57,4543811.91,0.19865755159557327,7
2015-03-09,33757764.71,26671549.62,7086215.09,0.2109432348743928,7
2015-03-16,38826515.89,32530024.310000002,6296491.579999999,0.16004338474291552,7
2015-03-23,42145373.42,37822741.56,4322631.859999999,0.10218202875591449,7
2015-03-30,73405399.7,66116148.02,7289251.679999998,0.09918010282671323,7
2015-04-06,44626623.43,39961764.2,4664859.2299999995,0.10487289427845724,7
2015-04-13,53031833.68,44453192.14,8578641.54,0.1655103634807329,7
2015-04-20,61884884.92,48769484.73,13115400.190000001,0.21231735101892854,7
2015-04-27,84126984.34,66914291.94,17212692.4,0.20518840172595754,7
2015-05-04,35355250.98,27680884.62,7674366.359999999,0.2175850400216938,7
2015-05-11,49919228.21,39559899.38,10359328.83,0.2073785516316728,7
2015-05-18,56067358.93,44873782.15,11193576.779999997,0.19824584151804106,7
2015-05-25,70726866.26,56670810.15,14056056.11,0.19765510420757787,7
2015-06-01,54314379.88,42940783.27,11373596.61,0.20666410755139947,7
2015-06-08,44051404.67,34593963.62,9457441.05,0.2144128482700087,7
2015-06-15,46894203.88,36996548.12,9897655.760000002,0.21221513707349948,7
2015-06-22,49355349.25,43037209.74,6318139.509999999,0.1221974659999976,7
2015-06-29,49476120.699999996,47723449.11,1752671.5899999992,0.04504411795725468,7
2015-07-06,29366607.14,28317126.16,1049480.979999999,0.0346742025960498,7
2015-07-13,33137290.27,31810640.12,1326650.1499999994,0.03935609227221832,7
2015-07-20,39052981.31,32203125.66,6849855.649999999,0.17448651417752079,7
2015-07-27,54203284.9,50644041.440000005,3559243.459999999,0.06099043403658603,7
2015-08-03,18728934.8,25944733.02,-7215798.220000001,-0.3873003370765894,7
2015-08-10,19601387.509999998,27088532.03,-7487144.520000001,-0.38331604801371066,7
2015-08-17,22279142.939999998,30278334.45,-7999191.510000001,-0.3594158630728268,7
2015-08-24,37612948.2,49936705.15,-12323756.949999997,-0.3450316776759692,7
2015-08-31,32683772.84,34670282.63,-1986509.79,-0.010870278347538892,7
2015-09-07,33532035.11,29703769.58,3828265.53,0.11301520096660286,7
2015-09-14,34605302.4,30602661.200000003,4002641.1999999997,0.11494908903598189,7
2015-09-21,40506710.22,36059308.07,4447402.15,0.10821045681629538,7
2015-09-28,36621110.37,31784511.57,4836598.8,0.144729052149927,7
2015-10-05,25289571.92,20473677.16,4815894.760000001,0.19099731758767108,7
2015-10-12,29354710.83,23344486.93,6010223.9,0.20675412224191914,7
2015-10-19,31094115.09,25052748.37,6041366.720000001,0.1943011870680225,7
2015-10-26,44222790.14,35772659.9,8450130.240000002,0.19114766473691117,7
2015-11-02,19894514.24,16373318.57,3521195.67,0.17831017189145174,7
2015-11-09,25288103.23,20330888.66,4957214.57,0.19468318257283862,7
2015-11-16,22247766.18,20112373.78,2135392.4000000004,0.08746892353758642,7
2015-11-23,25055874.39,25225104.11,-169229.72000000067,-0.010851948683855485,7
2015-11-30,16451190.129999999,16616015.19,-164825.06000000052,-0.011575916024616521,7
2015-12-07,17529649.14,17485191.53,44457.6100000001,0.0006075263771290384,7
2015-12-14,20846515.95,21044406.68,-197890.72999999998,-0.009748659818433805,7
2015-12-21,26796087.78,26543922.619999997,252165.16000000061,0.01443196478035018,7
2015-12-28,39406719.14,37556423.42,1850295.7199999997,0.07546614091135304,7
2016-01-04,18673435.56,14902784.379999999,3770651.1799999997,0.2000160641073591,7
2016-01-11,23196232.73,19128950.28,4067282.45,0.17489332552299178,7
2016-01-18,25803632.130000003,21207268.23,4596363.9,0.1793492934949233,7
2016-01-25,38382147.1,31325963.75,7056183.3500000015,0.18326306113783897,7
2016-02-01,25710148.060000002,20797187.18,4912960.880000001,0.1905864147389367,7
2016-02-08,28657588.36,23199322.51,5458265.85,0.19049673942622844,7
2016-02-15,30007442.21,24288627.45,5718814.76,0.19063394814697182,7
2016-02-22,41790859.08,33657243.089999996,8133615.990000001,0.19381384990564104,7
2016-02-29,17722151.95,14443243.719999999,3278908.2300000004,0.1748829400256451,7
2016-03-07,37005745.629999995,30076642.63,6929103.0,0.1866286433598714,7
2016-03-14,43045764.37,35297511.01,7748253.359999999,0.17873406908801703,7
2016-03-21,43311629.13,39123918.2,4187710.9300000006,0.09652218683288163,7
2016-03-28,77587695.24000001,71252321.99,6335373.250000004,0.08217952321668517,7
2016-04-04,33966540.83,31416026.169999998,2550514.66,0.07570003452776777,7
2016-04-11,50029288.870000005,44012753.03,6016535.840000002,0.11850421089206,7
2016-04-18,61055957.84,49396602.58,11659355.260000002,0.19045999422527884,7
2016-04-25,97617645.88,78638324.44,18979321.44,0.19397508550042,7
2016-05-02,43200630.65,34329617.47,8871013.18,0.2056973185896694,7
2016-05-09,56810769.629999995,45755994.35,11054775.279999997,0.19595452093515936,7
2016-05-16,61155101.93,48986260.98,12168840.95,0.20018113748782865,7
2016-05-23,64235281.0,51774748.55,12460532.450000003,0.19501253493202372,7
2016-05-30,85385537.43,68593943.52,16791593.91,0.19811338183351077,7
2016-06-06,44885256.26,36482575.31,8402680.95,0.1887704237842098,7
2016-06-13,57167872.18,45775131.55,11392740.629999999,0.20064459572582222,7
2016-06-20,57389736.92,47461924.1,9927812.82,0.1676803841393813,7
2016-06-27,65688360.4,65067173.260000005,621187.1399999969,0.009969970179003852,7
2016-07-04,23189352.02,22760672.2,428679.81999999913,0.020067918972265814,7
2016-07-11,32328108.32,31507658.310000002,820450.0100000007,0.026392529441171767,7
2016-07-18,38203855.84,33031751.45,5172104.390000001,0.1299084303929784,7
2016-07-25,60044346.35,48114028.05,11930318.3,0.199718768639397,7
2016-08-01,53390368.58,42349186.79,11041181.790000001,0.20731692131880436,7
2016-08-08,37617243.25,30215015.73,7402227.52,0.1971549443488127,7
2016-08-15,45086955.82,36252917.22,8834038.600000001,0.19903521874456737,7
2016-08-22,50523477.89,40634690.43,9888787.459999999,0.19574280895103585,7
2016-08-29,60923279.16,49958699.37,10964579.790000003,0.14922313610113247,7
2016-09-05,26549234.380000003,23739487.02,2809747.360000001,0.10340541903933065,7
2016-09-12,32807564.92,29213233.36,3594331.5600000005,0.11046477789928784,7
2016-09-19,31975285.45,28762428.92,3212856.5300000003,0.09983395999204502,7
2016-09-26,40251690.879999995,35516165.13,4735525.749999998,0.1323128340947254,7
2016-10-03,21967452.5,17783953.47,4183499.0300000003,0.18932613195767756,7
2016-10-10,28376617.37,22302421.05,6074196.32,0.21411388823119637,7
2016-10-17,25223994.24,20299745.64,4924248.6,0.19598522770565288,7
2016-10-24,38664561.88,31093235.75,7571326.129999999,0.19819525495831972,7
2016-10-31,27491346.71,21784454.97,5706891.74,0.20807586963928087,7
2016-11-07,24947755.91,19779340.21,5168415.7,0.20750719950689978,7
2016-11-14,23594594.73,19742903.96,3851690.77,0.15492247740987936,7
2016-11-21,21283870.07,21029566.71,254303.36000000057,0.01415181503007146,7
2016-11-28,20788586.35,20701168.84,87417.51000000024,0.009633431598427711,7
2016-12-05,17225332.560000002,17163770.53,61562.03000000049,0.002041452459834379,7
2016-12-12,21727824.36,21839670.47,-111846.10999999987,-0.00551949282074597,7
2016-12-19,23849472.61,23400806.64,448665.97000000067,0.017158653778063353,7
2016-12-26,39975681.04,39177176.59,798504.4500000007,0.024246518318752613,7
2017-01-02,13320146.57,10658981.23,2661165.34,0.19901332655385717,7
2017-01-09,18991511.55,15329907.92,3661603.63,0.19414278858343417,7
2017-01-16,19581494.6,15788184.129999999,3793310.4699999997,0.19397628729071373,7
2017-01-23,27945476.06,22549433.75,5396042.31,0.19379693522263658,7
2017-01-30,24747723.37,20215439.04,4532284.33,0.1799600119980578,7
2017-02-06,18962122.98,15537893.68,3424229.3,0.18006035705065826,7
2017-02-13,24713359.07,20493718.9,4219640.169999998,0.16900450711246776,7
2017-02-20,39675761.97,32626383.849999998,7049378.120000002,0.17732405024218964,7
2017-02-27,23608005.18,19257806.97,4350198.209999999,0.18943764709668506,7
2017-03-06,30174353.54,24322888.689999998,5851464.8500000015,0.1941123819692574,7
2017-03-13,44261548.59,36173833.04,8087715.550000001,0.17965229164377,7
2017-03-20,46526594.0,41775351.05,4751242.949999999,0.10363683810597095,7
2017-03-27,87689734.82,80495066.02,7194668.800000001,0.08452061787628164,7
2017-04-03,36566844.71,32960743.67,3606101.039999999,0.10163021447939248,7
2017-04-10,39500031.5,35337777.2,4162254.299999999,0.10727502230629275,7
2017-04-17,49342766.059999995,39586262.22,9756503.839999996,0.1972535725380881,7
2017-04-24,73558459.68,59253336.480000004,14305123.2,0.1936296545846981,7
2017-05-01,51568131.379999995,41280236.519999996,10287894.86,0.19776952025491676,7
2017-05-08,52332132.04,42184876.29,10147255.75,0.19382177492787203,7
2017-05-15,55458188.92,44420161.13,11038027.79,0.19916322399411485,7
2017-05-22,63284431.239999995,50892852.64,12391578.6,0.1973676054708796,7
2017-05-29,95724560.04,76874817.08,18849742.959999997,0.19716014723756062,7
2017-06-05,46017380.28,36846356.64,9171023.64,0.19989612947810761,7
2017-06-12,56120074.82,45368725.96,10751348.86,0.1913439023816463,7
2017-06-19,56617164.76,46733095.1,9884069.66,0.17202179793997244,7
2017-06-26,71085087.32,69236587.83,1848499.4899999984,0.02570183775190019,7
2017-07-03,26181248.6,25648819.66,532428.9400000011,0.023089713891220994,7
2017-07-10,35331941.75,34618971.64,712970.1099999994,0.019751514062153426,7
2017-07-17,43813864.85,39201895.37,4611969.479999999,0.10555694788468739,7
2017-07-24,56335839.160000004,46308593.75,10027245.410000002,0.18029287271222458,7
2017-07-31,38527443.51,50343155.32,-11815711.809999999,-0.33456306181236173,7
2017-08-07,18407129.24,24785990.38,-6378861.140000001,-0.3451254473406663,7
2017-08-14,21484861.23,29970762.27,-8485901.04,-0.3953199580164916,7
2017-08-21,22548238.63,30707994.03,-8159755.4,-0.3593457729447813,7
2017-08-28,40370233.97,51217505.66,-10847271.69,-0.23902916446374453,7
